sõnu uudises,esimene isik,negatiivsus,kordaja,positiivsus,väljaanne,link
481,17,5,4.57,20,Uued Uudised,https://uueduudised.ee/arvamus/mida-koike-kodumaist-vaartustavale-kaabude-kaela-ei-aeta-nuud-ka-eestlaste-vaidetavat-toopolgurlust/
1897,19,41,3.16,34,Telegram,https://www.telegram.ee/teadus-ja-tulevik/eesti-kiirgusalane-padevus-kallutatud-teadus-ja-wikipedia
641,3,7,1.56,22,Uued Uudised,https://uueduudised.ee/uudis/maailm/ajalooline-paev-soome-parlamendis-vasakpoolsed-tahavad-randlejaid-voorliigiks-nimetanud-polissoomlaste-saadikut-kohtu-ette-haaletada/
884,8,8,1.81,22,Telegram,https://www.telegram.ee/teadus-ja-tulevik/40-tunnine-toonadal-on-ooinimestele-pinnuks-silmas
776,10,31,5.28,25,Telegram,https://www.telegram.ee/maailm/konspiratsiooniteooriad-mis-osutusid-toeks
182,3,6,4.95,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/rainer-vakra-uhistransport-voiks-tallinnas-koigile-tasuta-olla?id=91369207
276,2,5,2.54,2,Uued Uudised,https://uueduudised.ee/uudis/maailm/voorastele-pole-euroopas-lihtsalt-kohta-pariis-tuhjendas-2000-migrandiga-laagri/
66,1,2,4.55,2,Telegram,https://www.telegram.ee/teadus-ja-tulevik/psuhhopaadi-valimaaramine-kuidas-neid-ara-tunda
514,2,14,3.11,5,Telegram,https://www.telegram.ee/maailm/ulestous-turgis-laheb-aina-suuremaks
316,1,1,0.63,10,Delfi,https://www.delfi.ee/news/paevauudised/eesti/keskerakond-kaotas-tallinnas-liidripositsiooni?id=91150801
350,3,6,2.57,16,Telegram,https://www.telegram.ee/eesti/juri-lina-kordab-oma-loengut-valedest-rabatud-sest-koik-huvilised-ei-mahtunud-saali
647,12,23,5.41,14,Uued Uudised,https://uueduudised.ee/uudis/maailm/petisest-pagulase-lugu-isegi-varjupaigataotlejad-imestavad-soomlaste-rumaluse-ule/
364,4,11,4.12,7,Uued Uudised,https://uueduudised.ee/uudis/maailm/euroopas-argatakse-kontrollimatu-sisserande-peatamiseks-ka-sisepiiridel-tuleb-migrantide-liikumist-jalgida/
154,2,0,1.3,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-kaamerasse-puutud-noor-susi-toi-tanavuse-looduse-aasta-foto-tiitli?id=91830591
404,6,11,4.21,13,Uued Uudised,https://uueduudised.ee/uudis/maailm/uro-juht-leiutas-uue-hirmu-vaktsiinirahvuslus/
1396,56,23,5.66,33,Telegram,https://www.telegram.ee/eesti/telegrami-lugejate-jaoks-usaldusvaarsed-poliitikud-keelduvad-intervjuudest
304,6,9,4.93,14,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/veronika-tsapkala-loodame-et-putin-astub-valgevene-rahva-poolele-siis-saab-temast-meie-jaoks-kangelane?id=91050725
281,3,19,7.83,13,Uued Uudised,https://uueduudised.ee/arvamus/juhtkiri/tosiselt-kuidas-moista-nuudsest-vagivallaennetust-presidendi-no-99-vol-2/
976,23,43,6.76,20,Uued Uudised,https://uueduudised.ee/arvamus/kivisildnik-meie-asi-on-ellu-jaada-ja-votta-eriolukorrast-koik-mis-votta-annab/
176,1,0,0.57,7,Telegram,https://www.telegram.ee/teadus-ja-tulevik/dna-transistorid-sillutavad-teed-elavatele-arvutitele
988,11,64,7.59,17,Uued Uudised,https://uueduudised.ee/uudis/eesti/ando-leps-kuritegevusest-justiitsministeeriumi-ametniku-kriminoloog-jakko-salla-kasitluses/
433,11,11,5.08,14,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/norra-epidemioloogid-andsid-rootsile-nou-uskusite-tegnelli-pimesi-muutke-strateegiat?id=90293601
16,1,0,6.25,0,Telegram,https://www.telegram.ee/nwo/kas-sina-usud-et-nasa-avastas-7-uut-eksoplaneeti
122,8,4,9.84,5,Delfi,https://www.delfi.ee/news/paevauudised/rooliseiloe/video-joel-ostrat-pani-kae-alla-roolis-ei-loe-uleskutsele-parandage-end-ka-teie?id=90326223
421,7,10,4.04,15,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-juri-ratas-saaremaal-kriis-on-seljatatud-keskendume-nuud-tulevikule?id=89807067
332,3,8,3.31,2,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/minskis-hakati-opilasi-kinni-pidama?id=90957621
231,6,1,3.03,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/varahommikul-haaberstist-karusid-ei-leitud-on-alust-arvata-et-nad-on-edasi-liikunud?id=89869255
244,4,6,4.1,8,Delfi,https://www.delfi.ee/news/paevauudised/eesti/teadlaste-seireuuringuga-ei-leitud-uhtegi-koroonaviirusesse-nakatunut?id=90269679
128,2,2,3.12,3,Uued Uudised,https://uueduudised.ee/uudis/eesti/poliitprojekti-eesti-200-toetuse-kasvu-taga-on-haalte-tagasivalgumine/
154,2,2,2.6,4,Uued Uudised,https://uueduudised.ee/uudis/eesti/ekre-naisuhenduse-esimehena-jatkab-riigikogu-liige-kai-rimmel/
416,11,25,8.65,15,Uued Uudised,https://uueduudised.ee/arvamus/euroopa-komisjoni-presidendi-von-der-leyeni-seisukohad-ohutavad-konflikte/
107,10,5,14.02,4,Telegram,https://www.telegram.ee/eesti/janika-veski-hannes-vorno-saates-aeg-on-mmsist-tode-raakida
356,3,6,2.53,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/jaak-aabi-suurest-isikukaitsevahendite-tellimusest-on-osa-alles-teel-eestisse?id=90393649
348,1,12,3.74,9,Telegram,https://www.telegram.ee/maailm/skandaalse-vatikani-panga-juht-astus-tagasi
726,9,3,1.65,21,Telegram,https://www.telegram.ee/eesti/portaal-vanglaplaneet-laheb-bilderbergile
27,0,1,3.7,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-elmar-vaher-politsei-soltub-arstide-hinnangutest?id=90110215
163,0,2,1.23,5,Ärileht,https://arileht.delfi.ee/news/uudised/mainekas-princetoni-ulikool-eemaldab-rassismi-tottu-koolilt-endise-usa-presidendi-nime?id=90293793
481,3,2,1.04,7,Telegram,https://www.telegram.ee/maailm/veel-toendeid-et-bilderberg-2013-toimub-londoni-lahistel
247,2,2,1.62,4,Telegram,https://www.telegram.ee/maailm/jaapani-hiina-suhted-endiselt-arevad
332,2,2,1.2,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafik-valisministeerium-uuendas-nimekirja-riikidest-kust-saabudes-tuleb-jaada-eneseisolatsiooni?id=90484983
242,18,16,14.05,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/euroopa-komisjon-alustas-eesti-suhtes-vihakone-rikkumismenetlust?id=91524969
556,11,14,4.5,23,Uued Uudised,https://uueduudised.ee/uudis/maailm/mida-polissoomlaste-erakond-kriisist-arvab/
297,1,5,2.02,9,Uued Uudised,https://uueduudised.ee/uudis/martin-helme-muutus-kriisi-ajal-domineerivamaks-ministriks/
169,0,3,1.78,0,Telegram,https://www.telegram.ee/maailm/usa-valjastas-ulemaailmse-reisihoiatuse
226,1,6,3.1,1,Forte,https://forte.delfi.ee/news/varia/graafik-numbrid-kinnitavad-koroonaviiruse-uus-tous-eestis-on-puudutanud-rohkem-nooremaid?id=91028539
210,0,0,0.0,5,Ärileht,https://arileht.delfi.ee/news/uudised/video-banksy-rahastatud-paastepaat-pogenikega-sattus-ise-vahemerel-hatta?id=90887251
197,5,1,3.05,8,Uued Uudised,https://uueduudised.ee/uudis/maailm/nii-kaituvad-toeliselt-soltumatud-riigid-mehhiko-ei-kiirusta-bideni-valimisvoitu-tunnustama/
135,0,6,4.44,2,Telegram,https://www.telegram.ee/maailm/g20-maailmamajandus-ei-taastu-piisavalt-kiiresti
227,1,15,7.05,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/millesse-segas-ennast-eesti-malis-laheb-sisekonflikt-aina-verisemaks/
302,5,11,5.3,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/anastassia-kovalenko-astub-sotsidest-valja?id=90045095
576,6,30,6.25,6,Telegram,https://www.telegram.ee/arvamus/jon-rappoport-kas-cdc-who-voltsib-covid-19-vaktsiini-tulemusi-et-kuvada-seda-imeravimina
264,0,9,3.41,8,Telegram,https://www.telegram.ee/maailm/bulgaaria-valitsus-asub-valimiste-eel-vaeseid-abistama
352,1,8,2.56,7,Telegram,https://www.telegram.ee/maailm/kes-votab-snowdeni-oma-tiiva-alla
146,2,8,6.85,4,Delfi,https://www.delfi.ee/news/paevauudised/eesti/valitsus-uuendas-karantiini-reguleeriva-korralduse-kehtivust?id=90477309
383,22,14,9.4,8,Uued Uudised,https://uueduudised.ee/arvamus/repliik/orjameelsus-on-eestis-toeliselt-lokkele-loonud-soovitatakse-vabandamist-baltisakslaste-ees/
47,0,1,2.13,0,Telegram,https://www.telegram.ee/teadus-ja-tulevik/vaata-saate-faktidetektiiv-sissejuhatav-pilootosa
23,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tv3-video-uuenduslik-lahenemine-eesti-lounapiiri-valvab-ratsapatrull?id=89676081
282,1,5,2.13,9,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trumpi-noorem-vend-on-raskelt-haige?id=90744609
135,1,1,1.48,4,Eesti Päevaleht,https://epl.delfi.ee/kliima/valitsuse-lahendus-polevkivijaamade-toos-hoidmiseks-on-puidu-poletamisele-peale-maksta?id=91037135
1459,55,30,5.83,22,Telegram,https://www.telegram.ee/eesti/kas-sina-toetad-avaliku-elu-tegelaste-poordumist-rail-balticu-peatamiseks
359,4,3,1.95,12,Uued Uudised,https://uueduudised.ee/uudis/eesti/toeline-labimurre-poliitoravate-leeris-autorollost-mehitamata-meresusteemide-kallale/
421,7,3,2.38,9,Eesti Päevaleht,https://epl.delfi.ee/eesti/saada-oma-suvila-lugu-vanaisa-ehitas-raamatu-jargi-suvila-lapsepolv-moodus-aiandusuhistus?id=90073551
194,2,9,5.67,2,Telegram,https://www.telegram.ee/eesti/irja-lutsar-koikide-eestis-covid-19-arvele-kantud-surmajuhtumite-pohjus-on-kinnitamata
369,7,9,4.34,12,Uued Uudised,https://uueduudised.ee/uudis/maailm/suurbritannia-valistas-el-i-reeglitega-seotuks-jaamise/
279,24,5,10.39,3,Uued Uudised,https://uueduudised.ee/uudis/eesti/jaak-madison-mis-on-moodukus-kas-see-kui-utleme-et-meile-pole-oluline-rahvusriik/
420,5,14,4.52,16,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kaitsevae-juhataja-lubaks-longused-teenistusse-kas-sojavagi-ikka-on-koht-kus-identiteetide-mitmekesisust-lubada/
553,7,21,5.06,38,Delfi,https://www.delfi.ee/news/paevauudised/eesti/kumne-riigi-valisministrid-teise-maailmasoja-lopp-ei-toonud-vabadust-kogu-euroopale?id=89799075
311,26,3,9.32,17,Uued Uudised,https://uueduudised.ee/uudis/eesti/martin-helme-me-oleme-torvikutega-siin-et-oelda-me-ei-luba-oma-rahvusriiki-globaalsesse-korda-lahustada/
323,4,9,4.02,8,Uued Uudised,https://uueduudised.ee/uudis/maailm/asjatundja-euroopa-ei-arvanud-et-moslemite-sisseranne-nii-suuri-probleeme-tekitab/
128,1,10,8.59,2,Uued Uudised,https://uueduudised.ee/uudis/eesti/purjuspai-politsei-eest-ohtlikult-pogenenud-valismaalasest-roolikeeraja-saadeti-riigist-valja/
52,1,1,3.85,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-vaata-millist-kahju-on-sugistorm-ule-eesti-kulvanud?id=91069441
392,3,6,2.3,24,Telegram,https://www.telegram.ee/maailm/projekt-vabastage-detroit-loodab-anda-linnale-uue-elu
276,2,8,3.62,6,Uued Uudised,https://uueduudised.ee/uudis/maailm/teadlased-liikumiskeelud-voisid-euroopas-paasta-59-000-inimelu/
606,16,14,4.95,14,Telegram,https://www.telegram.ee/nwo/muusikaprodutsent-aphex-twin-911-oli-sisetoo
388,7,7,3.61,15,Uued Uudised,https://uueduudised.ee/uudis/eesti/kaitsemaskidest-kes-ennast-ise-kaitseb/
139,1,9,7.19,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/seattlei-linnapea-lubab-autonoomse-tsooni-relvastatud-meeleavaldajatelt-tagasi-votta?id=90256785
127,1,1,1.57,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tartu-ulikooli-uliopilasesindus-toetab-tudengeid-kes-kirjutasid-probleemidest-hongkongis?id=90409507
470,3,17,4.26,9,Uued Uudised,https://uueduudised.ee/uudis/maailm/freedom-house-internetivabaduse-uuring-jatab-taiesti-korvale-laanes-leviva-poliitiliselt-ja-ideoloogiliselt-laetud-suukorvistamise/
881,32,22,6.13,17,Delfi,https://www.delfi.ee/news/paevauudised/eesti/euroopa-erisaade-toom-madison-mikser-kandke-maske-need-toimivad-vandenoude-puhul-sailitage-terve-moistus?id=91793571
279,9,9,6.45,4,Telegram,https://www.telegram.ee/maailm/assad-ma-ei-kandideeri-uuesti-presidendiks-kui-rahvas-on-selle-vastu
56,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/keskerakonnalt-noutakse-kohvi-ja-pirukate-eest-7000-eurot?id=90225723
397,0,1,0.25,14,Telegram,https://www.telegram.ee/eesti/kruptoeksperdid-raagivad-blockchain-bitcoin-konverentsil-tallinnas-plokiahela-tehnoloogia-tulevikust
76,0,0,0.0,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/fotod-alasti-nudist-ajas-berliinis-taga-tema-sulearvuti-pihta-pannud-metssiga?id=90674107
360,17,7,6.67,8,Uued Uudised,https://uueduudised.ee/arvamus/jaak-madison-delfi-epl-i-eurouhendriikide-ihalusest-parem-olla-vaesem-kuid-vaba/
481,6,9,3.12,10,Uued Uudised,https://uueduudised.ee/arvamus/repliik/todemus-valitsuse-infotunnist-riigikogus-rodul-olevad-lapsed-ei-opi-ministrilt-mitte-koolikiusu-vaid-seda-kuidas-sellele-vastu-seista/
604,11,34,7.45,19,Uued Uudised,https://uueduudised.ee/arvamus/andres-raid-elada-on-ohtlik/
288,5,5,3.47,11,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/trump-alustas-viimaks-voimu-uleandmist-bidenile?id=91758715
435,2,6,1.84,13,Telegram,https://www.telegram.ee/nwo/endine-arizona-politseiametnik-911-oli-usa-sisetoo
412,5,7,2.91,22,Uued Uudised,https://uueduudised.ee/majandus/hinnatous-sotsiaalses-rehabilitatsioonis-kui-jalule-jaate-saate-suureparase-teeninduse/
397,17,6,5.79,10,Uued Uudised,https://uueduudised.ee/uudis/eesti/meenutusi-reformierakonna-valitsemisaegadest-ehk-taavi-roivase-peenhaalestamisest-nende-endi-tanaste-vaidete-taustaks/
431,7,9,3.71,8,Telegram,https://www.telegram.ee/arvamus/miks-lisada-maksukoormust-inimestele-kui-voiks-maksustada-suurkorporatsioone
174,1,7,4.6,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/terviseamet-manitseb-pohja-eesti-randades-vohab-sinivetikas?id=90473793
415,7,3,2.41,7,Uued Uudised,https://uueduudised.ee/uudis/eesti/uuring-ule-poole-eelistab-korralikku-maanteed-ja-olemasolevaid-roopapaare-rail-balticule/
391,4,10,3.58,4,Uued Uudised,https://uueduudised.ee/majandus/kliimakaitse-jookseb-lammutava-absurdiga-ummikusse/
193,3,0,1.55,10,Delfi,https://www.delfi.ee/news/paevauudised/looniseomaelu/jarelvaadatav-eesti-noorim-naismiljonar-tegi-16-aastaselt-bandi-ja-sai-ettevotjaks-juhuse-tahtel?id=91760955
737,28,29,7.73,19,Uued Uudised,https://uueduudised.ee/arvamus/kas-sellisesse-laande-me-tahtsimegi/
271,4,5,3.32,13,Telegram,https://www.telegram.ee/eesti/raied-on-tugevasti-kahjustanud-looduskaitsele-lubatud-viljakate-metsade-kompensatsioonialasid
64,1,0,1.56,3,Telegram,https://www.telegram.ee/nwo/inimkonna-dekonstrueerimine-millal-meist-saavad-kuborgid
172,6,8,8.14,0,Uued Uudised,https://uueduudised.ee/arvamus/repliik/tervitusega-californiast-armapresident/
945,10,10,2.12,16,Telegram,https://www.telegram.ee/teadus-ja-tulevik/uuring-uued-led-tanavavalgustid-voivad-kahekordistada-vahiriski
4723,29,58,1.84,118,Telegram,https://www.telegram.ee/arvamus/telegram-ee-konspirituaalsuse-maaletooja
368,11,11,5.98,7,Uued Uudised,https://uueduudised.ee/arvamus/repliik/maletagem-oma-progressiivseid-ehk-kuhu-kadusid-tuhisudamed/
95,0,1,1.05,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/ammaemand-isade-sunnitusmajast-minema-torjumisest-eelmiste-piirangute-ajal-nagime-et-naised-said-vaga-hasti-hakkama?id=91669213
373,6,6,3.22,15,Uued Uudised,https://uueduudised.ee/arvamus/repliik/kuhu-jouavad-multikultuursus-ja-sallivuslus-sealt-kaovad-rahu-ja-turvalisus/
103,1,1,1.94,1,Eesti Päevaleht,https://epl.delfi.ee/kliima/kohalikud-teede-aratostmise-ule-ei-roomusta-kannatab-viitna-ja-eriti-mao-ettevotlus?id=90120753
151,2,3,3.31,6,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/saksamaal-guterslohi-linnas-hakkasid-seoses-covid-19-puhanguga-kehtima-uued-piirangud?id=90258033
517,2,17,3.68,31,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/usa-inimoigusorganisatsioon-ungari-pole-enam-demokraatlik-riik?id=89785795
541,6,9,2.77,13,Telegram,https://www.telegram.ee/maailm/kahe-kriisi-lugu-miljardarid-rikastuvad-koroonakriisi-ajal-veelgi-teised-vaevlevad-pandeemiavalude-kaes
358,1,6,1.96,5,Delfi,https://www.delfi.ee/news/paevauudised/eesti/oopaevaga-lisandus-10-positiivset-koroonaviiruse-testi-enim-uusi-haigestunuid-on-tallinnas?id=90070487
684,9,20,4.24,18,Delfi,https://www.delfi.ee/news/paevauudised/eesti/telejuht-priit-leito-surma-uurimine-lopetati-valvur-rikkus-reegleid-kuid-see-ei-pohjustanud-surma?id=89964615
228,4,8,5.26,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/tootukassa-viis-keset-kriisi-labi-hanke-et-oma-tootajaskonnale-suured-suvepaevad-korraldada-nuudseks-on-pidurit-tommatud?id=89661895
778,17,14,3.98,22,Delfi,https://www.delfi.ee/news/paevauudised/eesti/otseblogi-spaad-said-valitsuselt-roomsa-uudise-president-noomis-riigikogulasi?id=89869475
874,13,13,2.97,29,Telegram,https://www.telegram.ee/maailm/usa-erakoolide-loks-piiratud-ope-elukestvaks-rassimiseks
144,2,2,2.78,3,Telegram,https://www.telegram.ee/maailm/vatikan-kinnitab-paavst-loobub-ametist
114,1,7,7.02,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/video-ja-fotod-vabaduse-valjakul-protesteerivad-nigeerlased-kodumaise-vagivalla-vastu?id=91456588
91,0,4,4.4,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/aserbaidzaani-president-kuulutas-valja-osalise-mobilisatsiooni?id=91175725
214,6,2,3.74,5,Telegram,https://www.telegram.ee/eesti/maaulikoolis-voib-varsti-sundida-kaks-uut-kloonvasikat
1059,6,21,2.55,31,Telegram,https://www.telegram.ee/eesti/raamat-kallase-afaar-uurib-10-miljoni-dollari-kadumise-tagamaasid
63,2,5,11.11,2,Delfi,https://www.delfi.ee/news/paevauudised/eesti/viking-linei-laeval-avastati-tehniline-rike-alus-jai-tallinna-seisma?id=90259191
343,0,30,8.75,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/onnetusi-elektritoukeratastega-mullusest-kolm-korda-enam?id=91012419
563,22,20,7.46,9,Delfi,https://www.delfi.ee/news/paevauudised/eesti/valgevenelane-eesti-kodanikud-ei-lasknud-mul-haaletada-politseinikku-huvitas-seaduslikkuse-asemel-see-et-poleks-konflikti?id=90785923
289,4,14,6.23,16,Delfi,https://www.delfi.ee/news/paevauudised/eesti/keskkonnarikkumistega-voivad-tulevikus-hakata-voitlema-ka-vabatahtlikud-abiinspektorid?id=89820779
227,0,7,3.08,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/koroonaviirusesse-nakatumine-maailmas-tegi-eile-uue-rekordi?id=91030029
301,5,6,3.65,9,Uued Uudised,https://uueduudised.ee/majandus/jaak-madison-voortoojoudu-propageeriv-eas-levitab-keelenouete-kohta-valeinfot/
719,17,17,4.73,18,Uued Uudised,https://uueduudised.ee/arvamus/intervjuu/maaeluminister-arvo-aller-mingit-noukaaega-ei-tule-abituriendid-vaarivad-voimalust-tookogemust-saada-ja-taskuraha-teenida/
502,5,8,2.59,12,Uued Uudised,https://uueduudised.ee/arvamus/repliik/andres-raid-kas-toidukulleritele-keelenoue-ei-kehti/
242,0,10,4.13,3,Uued Uudised,https://uueduudised.ee/uudis/maailm/leegid-samosel-kreeka-migrandilaagrite-polengud-tekivad-asukate-endi-tegevusest/
265,4,4,3.02,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/aivar-mae-toetajad-tema-rokkav-naer-ja-joviaalne-room-hoiab-meie-koikide-toonust-uleval/
198,1,1,1.01,11,Telegram,https://www.telegram.ee/eesti/aita-tunnustada-keskkonnaministeerium-otsib-loodushuvilisi-noori
167,4,4,4.79,12,Uued Uudised,https://uueduudised.ee/uudis/eesti/naiselik-rahvuskonservatiiv-kadri-vilba-toetab-tugevamat-poolt-on-okei-olla-mees/
10,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/videod-ja-fotod-valgesse-roivastatud-valgevene-naised-moodustasid-vagivalla-vastu-inimkette?id=90714623
132,2,1,2.27,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-koplirannas-roosaks-varvunud-vesi-voib-tahendada-supluseks-ebasobilikku-keskkonda?id=90717883
31,0,0,0.0,0,Delfi,https://www.delfi.ee/news/paevauudised/eesti/graafikud-vaata-jarele-kust-saabus-eestisse-koige-enam-koroonapositiivseid-ja-kus-tuvastatakse-enim-viirusekandjatest-reisijaid?id=91371933
193,0,1,0.52,7,Telegram,https://www.telegram.ee/teadus-ja-tulevik/keha-emotsioonid-avalduvad-erinevates-kultuurides-sarnaselt
80,1,3,5.0,1,Eesti Päevaleht,https://epl.delfi.ee/valismaa/pohja-korea-hakkas-naabriga-tuli-kiskuma?id=90187989
150,3,2,3.33,5,Telegram,https://www.telegram.ee/teadus-ja-tulevik/tedx-kone-kas-koolid-kohtlevad-lapsi-inimestena
567,8,5,2.29,9,Uued Uudised,https://uueduudised.ee/majandus/ekre-valitsus-paotab-rahvastiku-valjavahetamiseks-uha-enam-erinevaid-uksi/
133,0,5,3.76,4,Eesti Päevaleht,https://epl.delfi.ee/uudised/laagna-surnukskihutaja-isa-khalilovi-glamuurne-elu-relvad-ja-kuritegeliku-maailma-lummus-kiired-autod-ja-kaklused?id=90290843
350,3,14,4.86,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/tsuklon-amphan-on-toonud-indiasse-ja-bangladeshi-surmavat-havingut?id=89924659
259,3,3,2.32,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/rimmel-jaab-siiski-riigikokku-ja-koha-kokale-peab-vabastama-hoopis-tiit-kala?id=91574231
1045,46,27,6.99,31,Uued Uudised,https://uueduudised.ee/arvamus/kivisildnik-miks-ma-sinu-ees-ei-polvita-lontrus/
226,4,3,3.1,6,Delfi,https://www.delfi.ee/news/paevauudised/eesti/fotod-snelli-tiik-meenutab-esindusveekogu-asemel-mulgast-mis-saab-linna-lubadusest-tiik-tuhjaks-pumbata-ja-puhastada?id=90493243
1153,32,34,5.72,37,Telegram,https://www.telegram.ee/arvamus/arvamus-alternatiivmeditsiin-taevane-kingitus-voi-porgu-kutse
157,5,5,6.37,6,Uued Uudised,https://uueduudised.ee/uudis/eesti/video-mart-helme-vabaduse-vundament-on-meelsus-ja-sonavabadus/
311,8,7,4.82,10,Uued Uudised,https://uueduudised.ee/uudis/maailm/soome-aarmusliku-siseministri-maria-ohisalo-soovitused-annaksid-islamiaarmuslastele-voimaluse-korrakaitsesse-imbuda/
157,0,3,1.91,1,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/omski-arst-navalnoi-seisundi-voisid-pohjustada-alkohol-ja-ebaoige-toitumine?id=91293421
199,3,9,6.03,1,Delfi,https://www.delfi.ee/news/paevauudised/eesti/holger-roonemaa-ajakirjandus-tegi-tood-mille-riik-ja-teised-asutused-on-ise-tegemata-jatnud?id=91736553
198,0,9,4.55,5,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/pohja-korea-teatas-esimese-koroonaviirusesse-nakatunu-avastamisest?id=90555631
351,6,14,5.7,11,Delfi,https://www.delfi.ee/news/paevauudised/valismaa/saksamaa-valisminister-kui-venemaa-ei-aita-navalnoi-murgitamisse-selgust-tuua-peame-reageerima?id=90961317
222,2,4,2.7,7,Delfi,https://www.delfi.ee/news/paevauudised/eesti/sisekaitseakadeemias-koolitusel-kainul-diagnoositi-koroonaviirus-koolis-uued-meetmed-maskid-on-homsest-kohustuslikud?id=90917779
